USER           PID  PPID        VSZ    RSS WCHAN            ADDR S NAME                       
u0_a84        1323   165   15133144 107720 ep_poll             0 S com.android.devicelockcontroller
system        1334   165   15064952  97228 ep_poll             0 S com.android.keychain
u0_a60        1412   165   15055256 107928 ep_poll             0 S com.android.provision
u0_a23        1420   165   15549368 202436 ep_poll             0 S com.android.documentsui
u0_a17        1489   165   15075648 105696 ep_poll             0 S android.process.media
u0_a28        1518   165   15009152  99720 ep_poll             0 S com.android.managedprovisioning
u0_a30        1558   165   15020656 101252 ep_poll             0 S com.android.providers.calendar
u0_a21        1578   165   15019960  97116 ep_poll             0 S com.android.externalstorage
u0_a54        1598   165   15002976  94340 ep_poll             0 S com.android.quicksearchbox
u0_a32        1621   165   15008104  97680 ep_poll             0 S com.android.traceur
system        1649   165   15002620  92288 ep_poll             0 S com.android.dynsystem
system        1678   165   15020232  94852 ep_poll             0 S com.android.dynsystem:dynsystem
u0_a25        1714   165   15005376  95212 ep_poll             0 S com.android.packageinstaller
u0_a74        1736   165   15163744 105272 ep_poll             0 S com.android.rkpdapp
shell         1756   165   15020544  92968 ep_poll             0 S com.android.shell
u0_a22        1782   165   15163992 103768 ep_poll             0 S com.android.statementservice
u0_a58        1810   165   15137480 119788 ep_poll             0 S com.android.inputmethod.latin
system        1849   165   15037540  94644 ep_poll             0 S com.android.localtransport
bluetooth     1869     1   10894872  12128 binder_wait_for_work 0 S android.hardware.bluetooth@1.1-service.sim
shell         1910   134   10965864   4368 unix_stream_data_wait 0 S abb
u0_a87        2038   165   16556060 255752 ep_poll             0 S io.twoyi.debug
u0_a87        2062  2038   10793968   4172 __skb_wait_for_more_packets 0 S logcat
u0_a87        2065  2038   10825236   3700 anon_pipe_read      0 S sh
u0_a79        2270   165   15097584 115664 ep_poll             0 S com.android.providers.media.module:PhotoPicker
u0_a87        2662  2038   12964800  17504 hrtimer_nanosleep   0 S libkr64.so
u0_a87        2692  2662   10813860   8948 unix_stream_data_wait 0 S init
u0_a87        2712  2692   10775768   8948 poll_schedule_timeout.constprop.0 0 S init
u0_a87        2720  2692   10777232   9088 poll_schedule_timeout.constprop.0 0 S ueventd
u0_a87        2734  2692   10859680   6068 sigsuspend          0 S logd
u0_a87        2735  2692   10772740   4604 ep_poll             0 S lmkd
u0_a87        2736  2692   10775360   6180 ep_poll             0 S servicemanager
u0_a87        2737  2692   10776804   7644 ep_poll             0 S hwservicemanager
u0_a87        2779  2692   10793740   6144 ptrace_stop.part.0  0 t android.system.suspend@1.0-service
u0_a87        2780  2692   10775248   6020 ptrace_stop.part.0  0 t android.hardware.atrace@1.0-service
u0_a87        2781  2692   10777588   8300 ptrace_stop.part.0  0 t android.hardware.keymaster@4.1-service
u0_a87        2832  2692   10772452   4672 sigsuspend          0 S createns
u0_a87        2889  2692   10828136   6552 ep_poll             0 S statsd
u0_a87        2890  2692   10779292  10600 0                   0 R netd
u0_a87        2891  2692   14112268 225032 poll_schedule_timeout.constprop.0 0 S zygote64
u0_a87        2899  2692   10774500   5628 ptrace_stop.part.0  0 t android.hidl.allocator@1.0-service
u0_a87        2913  2692   10775224   6140 ptrace_stop.part.0  0 t android.hardware.authsecret@1.0-service
u0_a87        2920  2692   10778728   9568 ptrace_stop.part.0  0 t android.hardware.bluetooth@1.1-service.sim
u0_a87        2925  2692   10775424   6412 ptrace_stop.part.0  0 t android.hardware.contexthub@1.1-service.mock
u0_a87        2937  2692   10776892   7720 ptrace_stop.part.0  0 t android.hardware.drm@1.0-service
u0_a87        2968  2692   10801068  10260 ptrace_stop.part.0  0 t android.hardware.graphics.allocator@3.0-service
u0_a87        2980  2692   10805244  15336 unix_stream_data_wait 0 S android.hardware.graphics.composer@2.3-service
u0_a87        3012  2692   10775328   6436 ptrace_stop.part.0  0 t android.hardware.power.stats@1.0-service.mock
u0_a87        3031  2692   10775432   6276 ptrace_stop.part.0  0 t android.hardware.thermal@2.0-service.mock
u0_a87        3032  2692   10775604   6344 ptrace_stop.part.0  0 t android.hardware.usb@1.0-service
u0_a87        3033  2692   10778916   9596 ptrace_stop.part.0  0 t android.hardware.wifi@1.0-service
u0_a87        3041  2692   10778164   8896 ptrace_stop.part.0  0 t android.hardware.identity-service.example
u0_a87        3044  2692   10774668   5852 ptrace_stop.part.0  0 t android.hardware.lights-service.example
u0_a87        3053  2692   10774668   5716 ptrace_stop.part.0  0 t android.hardware.power-service.example
u0_a87        3056  2692   10774804   6040 ptrace_stop.part.0  0 t android.hardware.rebootescrow-service.default
u0_a87        3057  2692   10774708   5864 ptrace_stop.part.0  0 t android.hardware.vibrator-service.example
u0_a87        3114  2692   10796436   9836 ptrace_stop.part.0  0 t credstore
u0_a87        3115  2692   10794764   8560 ptrace_stop.part.0  0 t gpuservice
u0_a87        3116  2692   10831160  23276 unix_stream_data_wait 0 S surfaceflinger
u0_a87        3296  2692   10847088   8276 ep_poll             0 S adbd
u0_a87        3312  2692    8668548   1016 poll_schedule_timeout.constprop.0 0 S mdnsd
u0_a87        3523  2692   10790300   4844 poll_schedule_timeout.constprop.0 0 S traced_probes
u0_a87        3525  2692   10790300   4932 poll_schedule_timeout.constprop.0 0 S traced
u0_a87        3648  2692   10822276  32864 ptrace_stop.part.0  0 t cameraserver
u0_a87        3655  2692   10793660   7352 ptrace_stop.part.0  0 t drmserver
u0_a87        3658  2692   10792020   5892 ptrace_stop.part.0  0 t idmap2d
u0_a87        3659  2692   10793244   7108 ep_poll             0 S incidentd
u0_a87        3679  2692   10796940  10244 ptrace_stop.part.0  0 t keystore
u0_a87        3681  2692   10794544   8092 ptrace_stop.part.0  0 t media.metrics
u0_a87        3682  2692   10844964  35252 ptrace_stop.part.0  0 t mediaserver
u0_a87        3683  2692   10810864   6984 ptrace_stop.part.0  0 t storaged
u0_a87        3684  2692   10797616   9936 ep_poll             0 S wificond
u0_a87        3808  2692   10779544   9156 ptrace_stop.part.0  0 t gatekeeperd
u0_a87        3809  2692   10782664  11980 ep_poll             0 S update_engine
u0_a87        3814  2692   10775356   6324 ptrace_stop.part.0  0 t android.hardware.biometrics.face@1.0-service.example
u0_a87        3848  2692   10776396   6180 ptrace_stop.part.0  0 t android.hardware.biometrics.fingerprint@2.1-service
u0_a87        4066  2692   10776404   7180 ptrace_stop.part.0  0 t android.hardware.gatekeeper@1.0-service.software
u0_a87        4240  2692   10771936   4044 ptrace_stop.part.0  0 t tombstoned
u0_a87        5615  2891          0      0 0                   0 Z [system_server]
u0_a87        5686  5615          0      0 0                   0 Z [_system_bin_cra]
u0_a87        5689  2692   10793544   7020 unix_stream_data_wait 0 S installd
u0_a87        7748  2692   10793888   7088 ptrace_stop.part.0  0 t android.hardware.sensors@2.1-service.multihal
u0_a87        9828  2692   10820112  15020 ptrace_stop.part.0  0 t iorapd
u0_a87       10147  2692   10850420  10116 ptrace_stop.part.0  0 t android.hardware.audio.service.ranchu
u0_a87       10157  2692      47248  11476 ptrace_stop.part.0  0 t audioserver
u0_a87       10160  2692   10794628  25180 ptrace_stop.part.0  0 t mediaextractor
u0_a87       10161  2692          0      0 0                   0 Z [_system_bin_vol]
u0_a87       10177  2692   10832592  11256 ptrace_stop.part.0 e8bc00805b4c t android.hardware.camera.provider@2.6-service-google
u0_a87       10229  2692   10812372   9504 ptrace_stop.part.0  0 t android.hardware.drm@1.3-service.clearkey
u0_a87       10234  2692   10814816  11844 ptrace_stop.part.0  0 t android.hardware.drm@1.3-service.widevine
u0_a87       10267 10177          0      0 0                   0 Z [_system_bin_cra]
root         10270     0   10876528   4816 0                   0 R ps
