USER           PID  PPID        VSZ    RSS WCHAN            ADDR S NAME                       
u0_a87        2699  2689   10775768   8764 poll_schedule_timeout.constprop.0 0 S init
u0_a87        2717  2689   10777232   9212 poll_schedule_timeout.constprop.0 0 S ueventd
u0_a87        2731  2689   10859680   6284 sigsuspend          0 S logd
u0_a87        2732  2689   10772740   4716 ep_poll             0 S lmkd
u0_a87        2733  2689   10775360   6460 ep_poll             0 S servicemanager
u0_a87        2734  2689   10776804   7884 ep_poll             0 S hwservicemanager
u0_a87        2832  2689   10772452   4480 sigsuspend          0 S createns
u0_a87        2894  2689   10828136   6936 ep_poll             0 S statsd
u0_a87        2999  2689   10805244  15148 unix_stream_data_wait 0 S android.hardware.graphics.composer@2.3-service
u0_a87        3252  2689   10796436   9820 unix_stream_data_wait 0 S credstore
u0_a87        3253  2689   10794764   8460 unix_stream_data_wait 0 S gpuservice
u0_a87        3504  2689   10822276  32428 ptrace_stop.part.0  0 t cameraserver
u0_a87        3506  2689   10797616   9836 ep_poll             0 S wificond
u0_a87        5319  2689          0      0 0                   0 Z [main]
u0_a87        5328  2689   10779292  10740 0                   0 R netd
u0_a87        5340  2689   10771936   4136 ep_poll             0 S tombstoned
u0_a87       11340  2689   10868680  27112 futex_do_wait       0 S audioserver
u0_a87       11495  2689          0      0 0                   0 Z [_vendor_bin_hw_]
u0_a87       11497  2689          0      0 0                   0 Z [_vendor_bin_hw_]
u0_a87       11498  2689          0      0 0                   0 Z [_vendor_bin_hw_]
u0_a87       11499  2689          0      0 0                   0 Z [_vendor_bin_hw_]
u0_a87       11522  2689          0      0 0                   0 Z [_vendor_bin_hw_]
u0_a87       11524  2689          0      0 0                   0 Z [_vendor_bin_hw_]
u0_a87       11526  2689          0      0 0                   0 Z [_vendor_bin_hw_]
u0_a87       11527  2689          0      0 0                   0 Z [_vendor_bin_hw_]
u0_a87       11536  2689          0      0 0                   0 Z [_vendor_bin_hw_]
u0_a87       11588  2689          0      0 0                   0 Z [_vendor_bin_hw_]
root         11740     0   10819184   4856 0                   0 R ps
