USER           PID  PPID        VSZ    RSS WCHAN            ADDR S NAME                       
u0_a43        1261   162   15397752  94920 ep_poll             0 S com.android.printspooler
u0_a24        1289   162   15964512 212204 ep_poll             0 S com.android.documentsui
system        1368   162   15429368  96828 ep_poll             0 S com.android.keychain
u0_a18        1373   162   15417664 105768 ep_poll             0 S android.process.media
u0_a84        1411   162   15492468 107324 ep_poll             0 S com.android.devicelockcontroller
u0_a60        1434   162   15397272 107956 ep_poll             0 S com.android.provision
u0_a25        1491   162   15351040  99452 ep_poll             0 S com.android.managedprovisioning
u0_a22        1535   162   15344540  96452 ep_poll             0 S com.android.externalstorage
u0_a30        1564   162   15379852 101152 ep_poll             0 S com.android.providers.calendar
u0_a55        1589   162   15344864  93820 ep_poll             0 S com.android.quicksearchbox
u0_a33        1609   162   15349992  96956 ep_poll             0 S com.android.traceur
system        1642   162   15327200  91936 ep_poll             0 S com.android.dynsystem
system        1671   162   15362120  94476 ep_poll             0 S com.android.dynsystem:dynsystem
u0_a27        1707   162   15329828  94800 ep_poll             0 S com.android.packageinstaller
u0_a74        1728   162   15488200 105328 ep_poll             0 S com.android.rkpdapp
shell         1748   162   15362432  92652 ep_poll             0 S com.android.shell
u0_a16        1769   162   15488316 103572 ep_poll             0 S com.android.statementservice
u0_a53        1801   162   15459940 120688 ep_poll             0 S com.android.inputmethod.latin
system        1841   162   15379428  94144 ep_poll             0 S com.android.localtransport
bluetooth     1861     1   10894872  12216 binder_wait_for_work 0 S android.hardware.bluetooth@1.1-service.sim
shell         1902   143   10933096   4252 unix_stream_data_wait 0 S abb
u0_a87        2030   162   16914312 257556 ep_poll             0 S io.twoyi.debug
u0_a87        2054  2030   10869744   4188 __skb_wait_for_more_packets 0 S logcat
u0_a87        2058  2030   10855956   3736 anon_pipe_read      0 S sh
u0_a79        2258   162   15422164 115700 ep_poll             0 S com.android.providers.media.module:PhotoPicker
u0_a87        2648  2030   12903304  17492 0                   0 R libkr64.so
u0_a87        2679  2648   10813860   8984 unix_stream_data_wait 0 S init
u0_a87        2699  2679   10775768   9008 poll_schedule_timeout.constprop.0 0 S init
u0_a87        2708  2679   10777232   9224 poll_schedule_timeout.constprop.0 0 S ueventd
u0_a87        2722  2679   10859680   5904 sigsuspend          0 S logd
u0_a87        2723  2679   10772740   4644 ep_poll             0 S lmkd
u0_a87        2724  2679   10775360   6316 ep_poll             0 S servicemanager
u0_a87        2725  2679   10776804   7804 ep_poll             0 S hwservicemanager
u0_a87        2767  2679   10793740   6284 ptrace_stop.part.0  0 t android.system.suspend@1.0-service
u0_a87        2768  2679   10775248   6372 ptrace_stop.part.0  0 t android.hardware.atrace@1.0-service
u0_a87        2769  2679   10777588   8432 ptrace_stop.part.0  0 t android.hardware.keymaster@4.1-service
u0_a87        2821  2679   10772452   4528 sigsuspend          0 S createns
u0_a87        2877  2679   10828136   6832 ep_poll             0 S statsd
u0_a87        2880  2679   10774500   5460 ptrace_stop.part.0  0 t android.hidl.allocator@1.0-service
u0_a87        2887  2679   10775224   6100 ptrace_stop.part.0  0 t android.hardware.authsecret@1.0-service
u0_a87        2890  2679   10778728   9288 ptrace_stop.part.0  0 t android.hardware.bluetooth@1.1-service.sim
u0_a87        2906  2679   10775424   6204 ptrace_stop.part.0  0 t android.hardware.contexthub@1.1-service.mock
u0_a87        2914  2679   10794328   8020 ptrace_stop.part.0  0 t android.hardware.drm@1.0-service
u0_a87        2937  2679   10801068  10476 ptrace_stop.part.0  0 t android.hardware.graphics.allocator@3.0-service
u0_a87        2941  2679   10805244  15252 unix_stream_data_wait 0 S android.hardware.graphics.composer@2.3-service
u0_a87        3002  2679   10775328   6428 ptrace_stop.part.0  0 t android.hardware.power.stats@1.0-service.mock
u0_a87        3011  2679   10775432   6364 ptrace_stop.part.0  0 t android.hardware.thermal@2.0-service.mock
u0_a87        3024  2679   10775320   6132 ptrace_stop.part.0  0 t android.hardware.usb@1.0-service
u0_a87        3027  2679   10778916   9732 ptrace_stop.part.0  0 t android.hardware.wifi@1.0-service
u0_a87        3028  2679   10778164   9040 ptrace_stop.part.0  0 t android.hardware.identity-service.example
u0_a87        3029  2679   10774668   5784 ptrace_stop.part.0  0 t android.hardware.lights-service.example
u0_a87        3035  2679   10774668   5664 ptrace_stop.part.0  0 t android.hardware.power-service.example
u0_a87        3044  2679   10774804   5876 ptrace_stop.part.0  0 t android.hardware.rebootescrow-service.default
u0_a87        3047  2679   10774708   5936 ptrace_stop.part.0  0 t android.hardware.vibrator-service.example
u0_a87        3098  2679   10796436   9580 ptrace_stop.part.0  0 t credstore
u0_a87        3099  2679   10794764   8512 ptrace_stop.part.0  0 t gpuservice
u0_a87        3100  2679   10831160  23072 unix_stream_data_wait 0 S surfaceflinger
u0_a87        3103  2679   10771936   4124 ptrace_stop.part.0  0 t tombstoned
u0_a87        3283  2679   10847088   7968 ep_poll             0 S adbd
u0_a87        3357  2679    8668548   1016 poll_schedule_timeout.constprop.0 0 S mdnsd
u0_a87        3380  2679   10790300   4716 poll_schedule_timeout.constprop.0 0 S traced_probes
u0_a87        3386  2679   10790300   4604 poll_schedule_timeout.constprop.0 0 S traced
u0_a87        3388  2679   10822276  32576 ptrace_stop.part.0  0 t cameraserver
u0_a87        3389  2679   10811096   7424 ptrace_stop.part.0  0 t drmserver
u0_a87        3390  2679   10792020   6064 ptrace_stop.part.0  0 t idmap2d
u0_a87        3418  2679   10793244   6940 ep_poll             0 S incidentd
u0_a87        3421  2679   10796940  10340 futex_do_wait       0 S keystore
u0_a87        3449  2679   10794544   8220 ptrace_stop.part.0  0 t media.metrics
u0_a87        3455  2679   10844964  35140 ptrace_stop.part.0  0 t mediaserver
u0_a87        3465  2679   10810864   7072 ptrace_stop.part.0  0 t storaged
u0_a87        3468  2679   10797616   9896 ep_poll             0 S wificond
u0_a87        3585  2679   10779544   9172 ptrace_stop.part.0  0 t gatekeeperd
u0_a87        3586  2679   10782664  11836 ep_poll             0 S update_engine
u0_a87        3588  2679   10775356   6160 ptrace_stop.part.0  0 t android.hardware.biometrics.face@1.0-service.example
u0_a87        3591  2679   10776396   6544 ptrace_stop.part.0  0 t android.hardware.biometrics.fingerprint@2.1-service
u0_a87        3822  2679   10776404   7172 unix_stream_data_wait 0 S android.hardware.gatekeeper@1.0-service.software
u0_a87        4027  2679          0      0 0                   0 Z [_system_bin_med]
u0_a87        4073  4027          0      0 0                   0 Z [_system_bin_cra]
u0_a87        4721  2679   10793888   7392 ptrace_stop.part.0  0 t android.hardware.sensors@2.1-service.multihal
u0_a87        6721  2679   10771788   4072 hrtimer_nanosleep   0 S llkd
u0_a87        9095  2679   10820112  15040 ptrace_stop.part.0  0 t iorapd
u0_a87        9640  2679   10819900  46068 ptrace_stop.part.0  0 t app_process64
u0_a87        9641  2679   10851244  27208 unix_stream_data_wait 0 S audioserver
u0_a87        9642  2679   10828416   7032 unix_stream_data_wait 0 S installd
u0_a87        9643  2679   10814164  10852 0                   0 R netd
u0_a87        9644  2679   10813268  10240 futex_do_wait       0 S vold
u0_a87        9651  2679   10850908  10648 unix_stream_data_wait 0 S android.hardware.audio.service.ranchu
u0_a87        9661  2679   10832592  11160 futex_do_wait       0 S android.hardware.camera.provider@2.6-service-google
u0_a87        9664  2679          0      0 0                   0 Z [_vendor_bin_hw_]
u0_a87        9670  2679   10816380  11996 futex_do_wait       0 S android.hardware.drm@1.3-service.widevine
u0_a87        9783  9661   10772060   4360 anon_pipe_read      0 S crash_dump64
u0_a87        9784  9670   10772060   4420 anon_pipe_read      0 S crash_dump64
u0_a87        9788  9784   10772064   1720 __skb_wait_for_more_packets 0 S crash_dump64
u0_a87        9789  9783   10772064   1796 __skb_wait_for_more_packets 0 S crash_dump64
u0_a87        9801  9644   10772060   4444 anon_pipe_read      0 S crash_dump64
u0_a87        9804  9801   10772064   1848 __skb_wait_for_more_packets 0 S crash_dump64
root          9808     0   10880624   4736 0                   0 R ps
