total 26088
drwxr-xr-x  2 u0_a87 u0_a87    12288 2026-09-11 10:47 .
-rw-r--r--  1 u0_a87 u0_a87     1987 2026-09-11 10:47 svc-2923.log
-rw-r--r--  1 u0_a87 u0_a87     4656 2026-09-11 10:47 svc-2924.log
-rw-r--r--  1 u0_a87 u0_a87     3496 2026-09-11 10:47 svc-2927.log
-rw-r--r--  1 u0_a87 u0_a87     3075 2026-09-11 10:47 svc-2930.log
-rw-r--r--  1 u0_a87 u0_a87     4494 2026-09-11 10:47 svc-2931.log
-rw-r--r--  1 u0_a87 u0_a87     2874 2026-09-11 10:47 svc-2932.log
-rw-r--r--  1 u0_a87 u0_a87     2682 2026-09-11 10:47 svc-2939.log
-rw-r--r--  1 u0_a87 u0_a87    18128 2026-09-11 10:47 svc-2940.log
-rw-r--r--  1 u0_a87 u0_a87     3181 2026-09-11 10:47 svc-2941.log
-rw-r--r--  1 u0_a87 u0_a87     4041 2026-09-11 10:47 svc-2942.log
-rw-r--r--  1 u0_a87 u0_a87     1993 2026-09-11 10:47 svc-2984.log
-rw-r--r--  1 u0_a87 u0_a87     1999 2026-09-11 10:47 svc-2985.log
-rw-r--r--  1 u0_a87 u0_a87    14680 2026-09-11 10:47 svc-2992.log
-rw-r--r--  1 u0_a87 u0_a87     6127 2026-09-11 10:47 svc-2993.log
-rw-r--r--  1 u0_a87 u0_a87  3172935 2026-09-11 10:49 svc-2994.log
-rw-r--r--  1 u0_a87 u0_a87    34955 2026-09-11 10:47 svc-2995.log
-rw-r--r--  1 u0_a87 u0_a87     1929 2026-09-11 10:47 svc-2996.log
-rw-r--r--  1 u0_a87 u0_a87     7542 2026-09-11 10:47 svc-2997.log
-rw-r--r--  1 u0_a87 u0_a87        0 2026-09-11 10:47 svc-3003.log
-rw-r--r--  1 u0_a87 u0_a87    11940 2026-09-11 10:47 svc-3007.log
-rw-r--r--  1 u0_a87 u0_a87        0 2026-09-11 10:47 svc-3008.log
-rw-r--r--  1 u0_a87 u0_a87        0 2026-09-11 10:47 svc-3009.log
-rw-r--r--  1 u0_a87 u0_a87        0 2026-09-11 10:47 svc-3012.log
-rw-r--r--  1 u0_a87 u0_a87     7644 2026-09-11 10:47 svc-3013.log
-rw-r--r--  1 u0_a87 u0_a87    10917 2026-09-11 10:47 svc-3015.log
-rw-r--r--  1 u0_a87 u0_a87        0 2026-09-11 10:47 svc-3017.log
-rw-r--r--  1 u0_a87 u0_a87    10029 2026-09-11 10:47 svc-3021.log
-rw-r--r--  1 u0_a87 u0_a87        0 2026-09-11 10:47 svc-3034.log
-rw-r--r--  1 u0_a87 u0_a87     7664 2026-09-11 10:47 svc-3037.log
-rw-r--r--  1 u0_a87 u0_a87    11445 2026-09-11 10:47 svc-3039.log
-rw-r--r--  1 u0_a87 u0_a87    37913 2026-09-11 10:47 svc-3041.log
-rw-r--r--  1 u0_a87 u0_a87    38771 2026-09-11 10:47 svc-3046.log
-rw-r--r--  1 u0_a87 u0_a87        0 2026-09-11 10:47 svc-3048.log
-rw-r--r--  1 u0_a87 u0_a87    35721 2026-09-11 10:47 svc-3054.log
-rw-r--r--  1 u0_a87 u0_a87     9255 2026-09-11 10:47 svc-3056.log
-rw-r--r--  1 u0_a87 u0_a87     7469 2026-09-11 10:47 svc-3059.log
-rw-r--r--  1 u0_a87 u0_a87     6184 2026-09-11 10:47 svc-3065.log
-rw-r--r--  1 u0_a87 u0_a87        0 2026-09-11 10:47 svc-3066.log
-rw-r--r--  1 u0_a87 u0_a87        0 2026-09-11 10:47 svc-3068.log
-rw-r--r--  1 u0_a87 u0_a87     6184 2026-09-11 10:47 svc-3078.log
-rw-r--r--  1 u0_a87 u0_a87     6184 2026-09-11 10:47 svc-3083.log
-rw-r--r--  1 u0_a87 u0_a87        0 2026-09-11 10:47 svc-3110.log
-rw-r--r--  1 u0_a87 u0_a87        0 2026-09-11 10:47 svc-3112.log
-rw-r--r--  1 u0_a87 u0_a87     6184 2026-09-11 10:47 svc-3115.log
-rw-r--r--  1 u0_a87 u0_a87     6184 2026-09-11 10:47 svc-3116.log
-rw-r--r--  1 u0_a87 u0_a87        0 2026-09-11 10:47 svc-3118.log
-rw-r--r--  1 u0_a87 u0_a87     8494 2026-09-11 10:47 svc-3119.log
-rw-r--r--  1 u0_a87 u0_a87        0 2026-09-11 10:47 svc-3120.log
-rw-r--r--  1 u0_a87 u0_a87    34555 2026-09-11 10:47 svc-3125.log
-rw-r--r--  1 u0_a87 u0_a87     7652 2026-09-11 10:47 svc-3130.log
-rw-r--r--  1 u0_a87 u0_a87     7730 2026-09-11 10:47 svc-3140.log
-rw-r--r--  1 u0_a87 u0_a87     7830 2026-09-11 10:47 svc-3145.log
-rw-r--r--  1 u0_a87 u0_a87     6611 2026-09-11 10:47 svc-3146.log
-rw-r--r--  1 u0_a87 u0_a87     5326 2026-09-11 10:47 svc-3171.log
-rw-r--r--  1 u0_a87 u0_a87     5326 2026-09-11 10:47 svc-3177.log
-rw-r--r--  1 u0_a87 u0_a87     5654 2026-09-11 10:47 svc-3178.log
-rw-r--r--  1 u0_a87 u0_a87     5326 2026-09-11 10:47 svc-3179.log
-rw-r--r--  1 u0_a87 u0_a87     3514 2026-09-11 10:47 svc-3180.log
-rw-r--r--  1 u0_a87 u0_a87        0 2026-09-11 10:47 svc-3195.log
-rw-r--r--  1 u0_a87 u0_a87     2874 2026-09-11 10:47 svc-3211.log
-rw-r--r--  1 u0_a87 u0_a87    13733 2026-09-11 10:47 svc-3212.log
-rw-r--r--  1 u0_a87 u0_a87     6678 2026-09-11 10:47 svc-3213.log
-rw-r--r--  1 u0_a87 u0_a87     5705 2026-09-11 10:47 svc-3214.log
-rw-r--r--  1 u0_a87 u0_a87    10146 2026-09-11 10:47 svc-3215.log
-rw-r--r--  1 u0_a87 u0_a87     1929 2026-09-11 10:47 svc-3216.log
-rw-r--r--  1 u0_a87 u0_a87        0 2026-09-11 10:47 svc-3232.log
-rw-r--r--  1 u0_a87 u0_a87    10125 2026-09-11 10:47 svc-3234.log
-rw-r--r--  1 u0_a87 u0_a87        0 2026-09-11 10:47 svc-3236.log
-rw-r--r--  1 u0_a87 u0_a87    37913 2026-09-11 10:47 svc-3247.log
-rw-r--r--  1 u0_a87 u0_a87    38864 2026-09-11 10:47 svc-3249.log
-rw-r--r--  1 u0_a87 u0_a87    34773 2026-09-11 10:47 svc-3255.log
-rw-r--r--  1 u0_a87 u0_a87        0 2026-09-11 10:47 svc-3258.log
-rw-r--r--  1 u0_a87 u0_a87        0 2026-09-11 10:47 svc-3259.log
-rw-r--r--  1 u0_a87 u0_a87     6184 2026-09-11 10:47 svc-3261.log
-rw-r--r--  1 u0_a87 u0_a87        0 2026-09-11 10:47 svc-3267.log
-rw-r--r--  1 u0_a87 u0_a87        0 2026-09-11 10:47 svc-3268.log
-rw-r--r--  1 u0_a87 u0_a87        0 2026-09-11 10:47 svc-3306.log
-rw-r--r--  1 u0_a87 u0_a87     6184 2026-09-11 10:47 svc-3312.log
-rw-r--r--  1 u0_a87 u0_a87        0 2026-09-11 10:47 svc-3313.log
-rw-r--r--  1 u0_a87 u0_a87     6184 2026-09-11 10:47 svc-3314.log
-rw-r--r--  1 u0_a87 u0_a87        0 2026-09-11 10:47 svc-3332.log
-rw-r--r--  1 u0_a87 u0_a87     6184 2026-09-11 10:47 svc-3333.log
-rw-r--r--  1 u0_a87 u0_a87        0 2026-09-11 10:47 svc-3334.log
-rw-r--r--  1 u0_a87 u0_a87     6184 2026-09-11 10:47 svc-3343.log
-rw-r--r--  1 u0_a87 u0_a87    34434 2026-09-11 10:47 svc-3347.log
-rw-r--r--  1 u0_a87 u0_a87        0 2026-09-11 10:47 svc-3363.log
-rw-r--r--  1 u0_a87 u0_a87        0 2026-09-11 10:47 svc-3364.log
-rw-r--r--  1 u0_a87 u0_a87     3734 2026-09-11 10:47 svc-3368.log
-rw-r--r--  1 u0_a87 u0_a87    12124 2026-09-11 10:47 svc-3369.log
-rw-r--r--  1 u0_a87 u0_a87     1929 2026-09-11 10:47 svc-3370.log
-rw-r--r--  1 u0_a87 u0_a87        0 2026-09-11 10:47 svc-3374.log
-rw-r--r--  1 u0_a87 u0_a87        0 2026-09-11 10:47 svc-3383.log
-rw-r--r--  1 u0_a87 u0_a87        0 2026-09-11 10:47 svc-3384.log
-rw-r--r--  1 u0_a87 u0_a87        0 2026-09-11 10:47 svc-3385.log
-rw-r--r--  1 u0_a87 u0_a87        0 2026-09-11 10:47 svc-3387.log
-rw-r--r--  1 u0_a87 u0_a87    12566 2026-09-11 10:47 svc-3389.log
-rw-r--r--  1 u0_a87 u0_a87     9966 2026-09-11 10:47 svc-3390.log
-rw-r--r--  1 u0_a87 u0_a87    37806 2026-09-11 10:47 svc-3391.log
-rw-r--r--  1 u0_a87 u0_a87     3362 2026-09-11 10:47 svc-3392.log
-rw-r--r--  1 u0_a87 u0_a87     4198 2026-09-11 10:47 svc-3393.log
-rw-r--r--  1 u0_a87 u0_a87     2575 2026-09-11 10:47 svc-3394.log
-rw-r--r--  1 u0_a87 u0_a87    38895 2026-09-11 10:47 svc-3403.log
-rw-r--r--  1 u0_a87 u0_a87    34755 2026-09-11 10:47 svc-3408.log
-rw-r--r--  1 u0_a87 u0_a87     6184 2026-09-11 10:47 svc-3409.log
-rw-r--r--  1 u0_a87 u0_a87        0 2026-09-11 10:47 svc-3411.log
-rw-r--r--  1 u0_a87 u0_a87        0 2026-09-11 10:47 svc-3412.log
-rw-r--r--  1 u0_a87 u0_a87        0 2026-09-11 10:47 svc-3419.log
-rw-r--r--  1 u0_a87 u0_a87        0 2026-09-11 10:47 svc-3423.log
-rw-r--r--  1 u0_a87 u0_a87        0 2026-09-11 10:47 svc-3427.log
-rw-r--r--  1 u0_a87 u0_a87        0 2026-09-11 10:47 svc-3428.log
-rw-r--r--  1 u0_a87 u0_a87        0 2026-09-11 10:47 svc-3438.log
-rw-r--r--  1 u0_a87 u0_a87        0 2026-09-11 10:47 svc-3439.log
-rw-r--r--  1 u0_a87 u0_a87        0 2026-09-11 10:47 svc-3444.log
-rw-r--r--  1 u0_a87 u0_a87        0 2026-09-11 10:47 svc-3445.log
-rw-r--r--  1 u0_a87 u0_a87        0 2026-09-11 10:47 svc-3448.log
-rw-r--r--  1 u0_a87 u0_a87     6184 2026-09-11 10:47 svc-3449.log
-rw-r--r--  1 u0_a87 u0_a87     6184 2026-09-11 10:47 svc-3450.log
-rw-r--r--  1 u0_a87 u0_a87     6184 2026-09-11 10:47 svc-3451.log
-rw-r--r--  1 u0_a87 u0_a87        0 2026-09-11 10:47 svc-3452.log
-rw-r--r--  1 u0_a87 u0_a87     6184 2026-09-11 10:47 svc-3453.log
-rw-r--r--  1 u0_a87 u0_a87    34079 2026-09-11 10:47 svc-3455.log
-rw-r--r--  1 u0_a87 u0_a87 18983167 2026-09-11 10:54 svc-3473.log
-rw-r--r--  1 u0_a87 u0_a87     2874 2026-09-11 10:47 svc-3474.log
-rw-r--r--  1 u0_a87 u0_a87    12124 2026-09-11 10:47 svc-3475.log
-rw-r--r--  1 u0_a87 u0_a87     4117 2026-09-11 10:47 svc-3476.log
-rw-r--r--  1 u0_a87 u0_a87     4157 2026-09-11 10:47 svc-3477.log
-rw-r--r--  1 u0_a87 u0_a87        0 2026-09-11 10:47 svc-3483.log
-rw-r--r--  1 u0_a87 u0_a87        0 2026-09-11 10:47 svc-3501.log
-rw-r--r--  1 u0_a87 u0_a87     1929 2026-09-11 10:47 svc-3502.log
-rw-r--r--  1 u0_a87 u0_a87     3650 2026-09-11 10:47 svc-3503.log
-rw-r--r--  1 u0_a87 u0_a87    12157 2026-09-11 10:47 svc-3504.log
-rw-r--r--  1 u0_a87 u0_a87     5774 2026-09-11 10:47 svc-3505.log
-rw-r--r--  1 u0_a87 u0_a87     5630 2026-09-11 10:47 svc-3506.log
-rw-r--r--  1 u0_a87 u0_a87     7078 2026-09-11 10:47 svc-3521.log
-rw-r--r--  1 u0_a87 u0_a87     7467 2026-09-11 10:49 svc-3524.log
-rw-r--r--  1 u0_a87 u0_a87   593178 2026-09-11 10:53 svc-3530.log
-rw-r--r--  1 u0_a87 u0_a87        0 2026-09-11 10:47 svc-3531.log
-rw-r--r--  1 u0_a87 u0_a87        0 2026-09-11 10:47 svc-3532.log
-rw-r--r--  1 u0_a87 u0_a87    99579 2026-09-11 10:54 svc-3535.log
-rw-r--r--  1 u0_a87 u0_a87   100505 2026-09-11 10:47 svc-3542.log
-rw-r--r--  1 u0_a87 u0_a87     7353 2026-09-11 10:47 svc-3546.log
-rw-r--r--  1 u0_a87 u0_a87     9556 2026-09-11 10:47 svc-3547.log
-rw-r--r--  1 u0_a87 u0_a87     6466 2026-09-11 10:47 svc-3548.log
-rw-r--r--  1 u0_a87 u0_a87     8138 2026-09-11 10:47 svc-3549.log
-rw-r--r--  1 u0_a87 u0_a87    68590 2026-09-11 10:47 svc-3550.log
-rw-r--r--  1 u0_a87 u0_a87    37890 2026-09-11 10:47 svc-3554.log
-rw-r--r--  1 u0_a87 u0_a87    84388 2026-09-11 10:47 svc-3555.log
-rw-r--r--  1 u0_a87 u0_a87    12566 2026-09-11 10:47 svc-3557.log
-rw-r--r--  1 u0_a87 u0_a87     9966 2026-09-11 10:47 svc-3559.log
-rw-r--r--  1 u0_a87 u0_a87        0 2026-09-11 10:47 svc-3563.log
-rw-r--r--  1 u0_a87 u0_a87        0 2026-09-11 10:47 svc-3565.log
-rw-r--r--  1 u0_a87 u0_a87        0 2026-09-11 10:47 svc-3609.log
-rw-r--r--  1 u0_a87 u0_a87        0 2026-09-11 10:47 svc-3610.log
-rw-r--r--  1 u0_a87 u0_a87        0 2026-09-11 10:47 svc-3617.log
-rw-r--r--  1 u0_a87 u0_a87        0 2026-09-11 10:47 svc-3618.log
-rw-r--r--  1 u0_a87 u0_a87        0 2026-09-11 10:47 svc-3619.log
-rw-r--r--  1 u0_a87 u0_a87        0 2026-09-11 10:47 svc-3620.log
-rw-r--r--  1 u0_a87 u0_a87        0 2026-09-11 10:47 svc-3625.log
-rw-r--r--  1 u0_a87 u0_a87    38083 2026-09-11 10:47 svc-3628.log
-rw-r--r--  1 u0_a87 u0_a87    39095 2026-09-11 10:47 svc-3630.log
-rw-r--r--  1 u0_a87 u0_a87    34930 2026-09-11 10:47 svc-3632.log
-rw-r--r--  1 u0_a87 u0_a87        0 2026-09-11 10:47 svc-3633.log
-rw-r--r--  1 u0_a87 u0_a87     6184 2026-09-11 10:47 svc-3634.log
-rw-r--r--  1 u0_a87 u0_a87        0 2026-09-11 10:47 svc-3645.log
-rw-r--r--  1 u0_a87 u0_a87        0 2026-09-11 10:47 svc-3648.log
-rw-r--r--  1 u0_a87 u0_a87        0 2026-09-11 10:47 svc-3655.log
-rw-r--r--  1 u0_a87 u0_a87        0 2026-09-11 10:47 svc-3659.log
-rw-r--r--  1 u0_a87 u0_a87        0 2026-09-11 10:47 svc-3660.log
-rw-r--r--  1 u0_a87 u0_a87        0 2026-09-11 10:47 svc-3664.log
-rw-r--r--  1 u0_a87 u0_a87        0 2026-09-11 10:47 svc-3665.log
-rw-r--r--  1 u0_a87 u0_a87        0 2026-09-11 10:47 svc-3666.log
-rw-r--r--  1 u0_a87 u0_a87        0 2026-09-11 10:47 svc-3668.log
-rw-r--r--  1 u0_a87 u0_a87        0 2026-09-11 10:47 svc-3669.log
-rw-r--r--  1 u0_a87 u0_a87     6184 2026-09-11 10:47 svc-3672.log
-rw-r--r--  1 u0_a87 u0_a87     6184 2026-09-11 10:47 svc-3673.log
-rw-r--r--  1 u0_a87 u0_a87     6184 2026-09-11 10:47 svc-3674.log
-rw-r--r--  1 u0_a87 u0_a87     6184 2026-09-11 10:47 svc-3675.log
-rw-r--r--  1 u0_a87 u0_a87    34324 2026-09-11 10:47 svc-3676.log
-rw-r--r--  1 u0_a87 u0_a87     8910 2026-09-11 10:47 svc-3693.log
-rw-r--r--  1 u0_a87 u0_a87    11107 2026-09-11 10:47 svc-3694.log
-rw-r--r--  1 u0_a87 u0_a87     5910 2026-09-11 10:47 svc-3695.log
-rw-r--r--  1 u0_a87 u0_a87     8054 2026-09-11 10:47 svc-3696.log
-rw-r--r--  1 u0_a87 u0_a87     9305 2026-09-11 10:47 svc-3708.log
-rw-r--r--  1 u0_a87 u0_a87    12566 2026-09-11 10:47 svc-3712.log
-rw-r--r--  1 u0_a87 u0_a87        0 2026-09-11 10:47 svc-3717.log
-rw-r--r--  1 u0_a87 u0_a87        0 2026-09-11 10:47 svc-3719.log
-rw-r--r--  1 u0_a87 u0_a87   100505 2026-09-11 10:47 svc-3720.log
-rw-r--r--  1 u0_a87 u0_a87     1929 2026-09-11 10:47 svc-3724.log
-rw-r--r--  1 u0_a87 u0_a87    12124 2026-09-11 10:47 svc-3725.log
-rw-r--r--  1 u0_a87 u0_a87    10125 2026-09-11 10:47 svc-3727.log
-rw-r--r--  1 u0_a87 u0_a87        0 2026-09-11 10:47 svc-3730.log
-rw-r--r--  1 u0_a87 u0_a87        0 2026-09-11 10:47 svc-3744.log
-rw-r--r--  1 u0_a87 u0_a87        0 2026-09-11 10:47 svc-3747.log
-rw-r--r--  1 u0_a87 u0_a87        0 2026-09-11 10:47 svc-3748.log
-rw-r--r--  1 u0_a87 u0_a87    37468 2026-09-11 10:47 svc-3750.log
-rw-r--r--  1 u0_a87 u0_a87        0 2026-09-11 10:47 svc-3751.log
-rw-r--r--  1 u0_a87 u0_a87        0 2026-09-11 10:47 svc-3754.log
-rw-r--r--  1 u0_a87 u0_a87        0 2026-09-11 10:47 svc-3759.log
-rw-r--r--  1 u0_a87 u0_a87        0 2026-09-11 10:47 svc-3761.log
-rw-r--r--  1 u0_a87 u0_a87        0 2026-09-11 10:47 svc-3764.log
-rw-r--r--  1 u0_a87 u0_a87        0 2026-09-11 10:47 svc-3765.log
-rw-r--r--  1 u0_a87 u0_a87        0 2026-09-11 10:47 svc-3766.log
-rw-r--r--  1 u0_a87 u0_a87        0 2026-09-11 10:47 svc-3769.log
-rw-r--r--  1 u0_a87 u0_a87    38774 2026-09-11 10:47 svc-3786.log
-rw-r--r--  1 u0_a87 u0_a87        0 2026-09-11 10:47 svc-3787.log
-rw-r--r--  1 u0_a87 u0_a87    34993 2026-09-11 10:47 svc-3789.log
-rw-r--r--  1 u0_a87 u0_a87    68455 2026-09-11 10:47 svc-3791.log
-rw-r--r--  1 u0_a87 u0_a87     6184 2026-09-11 10:47 svc-3792.log
-rw-r--r--  1 u0_a87 u0_a87        0 2026-09-11 10:47 svc-3796.log
-rw-r--r--  1 u0_a87 u0_a87     6184 2026-09-11 10:47 svc-3797.log
-rw-r--r--  1 u0_a87 u0_a87        0 2026-09-11 10:47 svc-3798.log
-rw-r--r--  1 u0_a87 u0_a87        0 2026-09-11 10:47 svc-3807.log
-rw-r--r--  1 u0_a87 u0_a87        0 2026-09-11 10:47 svc-3810.log
-rw-r--r--  1 u0_a87 u0_a87     6184 2026-09-11 10:47 svc-3814.log
-rw-r--r--  1 u0_a87 u0_a87     6184 2026-09-11 10:47 svc-3815.log
-rw-r--r--  1 u0_a87 u0_a87     6184 2026-09-11 10:47 svc-3816.log
-rw-r--r--  1 u0_a87 u0_a87    34417 2026-09-11 10:47 svc-3821.log
== svc-2816.log (0 bytes) ==
-- tail 3072 --
== svc-2822.log (0 bytes) ==
-- tail 3072 --
== svc-2824.log (6045 bytes) ==
[twoyi_loader] init: LD_PRELOAD=/dev/libgetpid_hook.so:/dev/libtwrp_fb_hook.so:/dev/libtwoyi_loader_shlib.so TWOYI_ROOTFS=/data/user/0/io.twoyi.debug/rootfs g_rootfs=/data/user/0/io.twoyi.debug/rootfs
[twoyi_loader] init: installing virtualization (PLT-only mode)
[twoyi_loader] gotfix-44 summary: modules=37 slots=32 patched=32 already=0 failed=0 skipped=0
-- tail 3072 --
[twoyi_loader] gotfix-44 PATCH module=/system/lib64/libprocessgroup_setup.so sym=open old=unresolved
[twoyi_loader] gotfix-44 PATCH module=/system/lib64/libselinux.so sym=__open_2 old=unresolved
[twoyi_loader] gotfix-44 PATCH module=/system/lib64/libutils.so sym=__open_2 old=unresolved
[twoyi_loader] gotfix-44 PATCH module=/system/lib64/libc++.so sym=__open_2 old=unresolved
[twoyi_loader] gotfix-44 PATCH module=/system/lib64/libunwindstack.so sym=__open_2 old=unresolved
[twoyi_loader] gotfix-44 PATCH module=/system/lib64/libz.so sym=open old=unresolved
[twoyi_loader] gotfix-44 PATCH module=/system/lib64/libext2_uuid.so sym=open old=unresolved
[twoyi_loader] gotfix-44 PATCH module=/system/lib64/libext2_uuid.so sym=__open_2 old=unresolved
[twoyi_loader] gotfix-44 PATCH module=/system/lib64/libcrypto.so sym=open old=unresolved
[twoyi_loader] gotfix-44 PATCH module=/system/lib64/libfec.so sym=__open_2 old=unresolved
[twoyi_loader] gotfix-44 PATCH module=/system/lib64/libsparse.so sym=__open_2 old=unresolved
[twoyi_loader] gotfix-44 PATCH module=/system/lib64/libcgrouprc.so sym=__open_2 old=unresolved
[twoyi_loader] gotfix-44 PATCH module=/system/lib64/libsquashfs_utils.so sym=__open_2 old=unresolved
[twoyi_loader] gotfix-44 summary: modules=37 slots=32 patched=32 already=0 failed=0 skipped=0
[twoyi_loader] __open_2(/dev/__properties__/u:object_r:log_tag_prop:s0, flags=0x88000)
[twrp_fb_hook] __open_2("/dev/__properties__/u:object_r:log_tag_prop:s0", fl=0x0x88000) -> fd=3
[twrp_fb_hook] open("/system/etc/selinux/plat_file_contexts", fl=0x0x80000) -> fd=4
[twrp_fb_hook] open("/vendor/etc/selinux/vendor_file_contexts", fl=0x0x80000) -> fd=4
[twoyi_loader] __open_2(/dev/__properties__/u:object_r:cold_boot_done_prop:s0, flags=0x88000)
[twrp_fb_hook] __open_2("/dev/__properties__/u:object_r:cold_boot_done_prop:s0", fl=0x0x88000) -> fd=5
[twrp_fb_hook] abs open fd=-1 probe_raw=-2 rootfs retry via=2 -> fd=-2
[twrp_fb_hook] open("/sys/devices/system/cpu/online", fl=0x0x80000) -> fd=-1
[twrp_fb_hook] __open_2("/sys/devices", fl=0x0x84000) -> fd=5
[twoyi_loader] 6-Z306aa: fork-child binder diag re-armed (rawpid=2830)
== svc-2825.log (4656 bytes) ==
[twoyi_loader] init: LD_PRELOAD=/dev/libgetpid_hook.so:/dev/libtwrp_fb_hook.so:/dev/libtwoyi_loader_shlib.so TWOYI_ROOTFS=/data/user/0/io.twoyi.debug/rootfs g_rootfs=/data/user/0/io.twoyi.debug/rootfs
[twoyi_loader] init: installing virtualization (PLT-only mode)
[twoyi_loader] gotfix-44 summary: modules=23 slots=20 patched=20 already=0 failed=0 skipped=0
-- tail 3072 --
[twoyi_loader] gotfix-44 PATCH module=/system/lib64/libbinder.so sym=__open_2 old=unresolved
[twoyi_loader] gotfix-44 PATCH module=/system/lib64/libselinux.so sym=__open_2 old=unresolved
[twoyi_loader] gotfix-44 PATCH module=/system/lib64/liblog.so sym=__open_2 old=unresolved
[twoyi_loader] gotfix-44 PATCH module=/system/lib64/liblogwrap.so sym=open old=unresolved
[twoyi_loader] gotfix-44 PATCH module=/system/lib64/liblogwrap.so sym=__open_2 old=unresolved
[twoyi_loader] gotfix-44 PATCH module=/system/lib64/libbase.so sym=__open_2 old=unresolved
[twoyi_loader] gotfix-44 PATCH module=/system/lib64/libbase.so sym=open old=unresolved
[twoyi_loader] gotfix-44 PATCH module=/system/lib64/libcrypto.so sym=open old=unresolved
[twoyi_loader] gotfix-44 PATCH module=/system/lib64/libcutils.so sym=__open_2 old=unresolved
[twoyi_loader] gotfix-44 PATCH module=/system/lib64/libcutils.so sym=open old=unresolved
[twoyi_loader] gotfix-44 PATCH module=/system/lib64/libcutils.so sym=__openat_2 old=unresolved
[twoyi_loader] gotfix-44 PATCH module=/system/lib64/libprotobuf-cpp-full.so sym=__open_2 old=unresolved
[twoyi_loader] gotfix-44 PATCH module=/system/lib64/libziparchive.so sym=open old=unresolved
[twoyi_loader] gotfix-44 PATCH module=/system/lib64/libc++.so sym=__open_2 old=unresolved
[twoyi_loader] gotfix-44 PATCH module=/system/lib64/libprocessgroup.so sym=__open_2 old=unresolved
[twoyi_loader] gotfix-44 PATCH module=/system/lib64/libz.so sym=open old=unresolved
[twoyi_loader] gotfix-44 PATCH module=/system/lib64/libcgrouprc.so sym=__open_2 old=unresolved
[twoyi_loader] gotfix-44 summary: modules=23 slots=20 patched=20 already=0 failed=0 skipped=0
[twoyi_loader] __open_2(/dev/__properties__/u:object_r:vndk_prop:s0, flags=0x88000)
[twrp_fb_hook] __open_2("/dev/__properties__/u:object_r:vndk_prop:s0", fl=0x0x88000) -> fd=3
[twoyi_loader] __open_2(/dev/__properties__/u:object_r:exported_default_prop:s0, flags=0x88000)
[twrp_fb_hook] __open_2("/dev/__properties__/u:object_r:exported_default_prop:s0", fl=0x0x88000) -> fd=3
[twoyi_loader] __open_2(/dev/__properties__/u:object_r:log_tag_prop:s0, flags=0x88000)
[twrp_fb_hook] __open_2("/dev/__properties__/u:object_r:log_tag_prop:s0", fl=0x0x88000) -> fd=3
== svc-2832.log (2445 bytes) ==
