USER           PID  PPID        VSZ    RSS WCHAN            ADDR S NAME                       
u0_a45        1296   162   14832632  95096 ep_poll             0 S com.android.printspooler
system        1314   162   14821112  96416 ep_poll             0 S com.android.keychain
u0_a17        1375   162   14833428 115700 ep_poll             0 S android.process.acore
u0_a22        1413   162   14796728  96356 ep_poll             0 S com.android.externalstorage
u0_a60        1439   162   14832024 108488 ep_poll             0 S com.android.provision
u0_a84        1443   162   14909784 107264 ep_poll             0 S com.android.devicelockcontroller
shell         1489   145   10865512   4080 unix_stream_data_wait 0 S abb
u0_a18        1515   162   14834980 107492 ep_poll             0 S android.process.media
u0_a28        1554   162   14768228  99300 ep_poll             0 S com.android.managedprovisioning
u0_a54        1599   162   14797052  93428 ep_poll             0 S com.android.quicksearchbox
u0_a30        1628   162   14814732 100656 ep_poll             0 S com.android.providers.calendar
u0_a41        1657   162   14784744  97124 ep_poll             0 S com.android.traceur
system        1682   162   14761952  91864 ep_poll             0 S com.android.dynsystem
system        1711   162   14796872  94360 ep_poll             0 S com.android.dynsystem:dynsystem
u0_a25        1750   162   14782016  94688 ep_poll             0 S com.android.packageinstaller
u0_a74        1771   162   14922952 104540 ep_poll             0 S com.android.rkpdapp
shell         1791   162   14797184  92348 ep_poll             0 S com.android.shell
u0_a16        1815   162   14923196 103212 ep_poll             0 S com.android.statementservice
u0_a53        1843   162   14928460 119996 ep_poll             0 S com.android.inputmethod.latin
system        1926   162   14814180  94040 ep_poll             0 S com.android.localtransport
bluetooth     1946     1   10937880  12084 binder_wait_for_work 0 S android.hardware.bluetooth@1.1-service.sim
u0_a87        2027   162   16329920 254296 ep_poll             0 S io.twoyi.debug
u0_a87        2051  2027   10824688   4244 __skb_wait_for_more_packets 0 S logcat
u0_a87        2057  2027   10833428   3652 anon_pipe_read      0 S sh
u0_a79        2259   162   14856916 115624 ep_poll             0 S com.android.providers.media.module:PhotoPicker
u0_a87        2653  2027   11819952  23032 0                   0 R libkr64.so
u0_a87        2684  2653   10813860   9060 hrtimer_nanosleep   0 S init
u0_a87        2694  2684   10775768   9080 poll_schedule_timeout.constprop.0 0 S init
u0_a87        2712  2684   10777236   9492 poll_schedule_timeout.constprop.0 0 S ueventd
u0_a87        2726  2684   10859684   6132 sigsuspend          0 S logd
u0_a87        2727  2684   10772744   4640 ep_poll             0 S lmkd
u0_a87        2728  2684   10775364   6400 ep_poll             0 S servicemanager
u0_a87        2729  2684   10776808   7528 ep_poll             0 S hwservicemanager
u0_a87        2833  2684   10772456   4484 sigsuspend          0 S createns
u0_a87        2903  2684   10828140   6740 ep_poll             0 S statsd
u0_a87        3007  2684   10805248  15188 unix_stream_data_wait 0 S android.hardware.graphics.composer@2.3-service
u0_a87        3273  2684   10796440   9944 unix_stream_data_wait 0 S credstore
u0_a87        3274  2684   10794768   8500 unix_stream_data_wait 0 S gpuservice
u0_a87        3538  2684   10822280  32636 hrtimer_nanosleep   0 S cameraserver
u0_a87        3540  2684   10797620   9832 ep_poll             0 S wificond
u0_a87        3898  2684   10771940   4108 ep_poll             0 S tombstoned
u0_a87        8047  2684   10779296  10928 0                   0 R netd
u0_a87        8054  2684   10831164  23288 unix_stream_data_wait 0 S surfaceflinger
u0_a87       10737  2684   13055116 226324 0                   0 t zygote64
u0_a87       10799  2684          0      0 0                   0 Z [_vendor_bin_hw_]
u0_a87       10830 10799          0      0 0                   0 Z [_system_bin_cra]
u0_a87       11134  2684          0      0 0                   0 Z [_vendor_bin_hw_]
u0_a87       11141  2684          0      0 0                   0 Z [_vendor_bin_hw_]
u0_a87       11146  2684          0      0 0                   0 Z [_vendor_bin_hw_]
u0_a87       11147  2684          0      0 0                   0 Z [_vendor_bin_hw_]
u0_a87       11148  2684          0      0 0                   0 Z [_vendor_bin_hw_]
u0_a87       11165  2684          0      0 0                   0 Z [_vendor_bin_hw_]
u0_a87       11166  2684          0      0 0                   0 Z [_vendor_bin_hw_]
u0_a87       11169  2684          0      0 0                   0 Z [_vendor_bin_hw_]
u0_a87       11207  2684          0      0 0                   0 Z [_vendor_bin_hw_]
u0_a87       11211  2684          0      0 0                   0 Z [_vendor_bin_hw_]
u0_a87       11228  2684          0      0 0                   0 Z [_vendor_bin_hw_]
root         11367     0   10870384   4860 0                   0 R ps
